과목명,강의 내용,원래 가격,직무,일치율
[AI 기초] AI Research Engineer를 위한 CNN 이해하기,CNN을 공부 했는데도 잘 모르시겠다구요? CNN의 기본 동작 원리를 핵심 부분만 간결하게 알려 드리겠습니다.,무료,게임개발자,67.293%
인공지능은 어떻게 학습할까? - 재미로 배우는 AI 원리,"인공지능이라는 막연한 두려움에서 벗어날 수 있는 일반인을 위한 교양 강의입니다. 인공지능이 학습한다는 것이 대체 무슨 의미인지 구체적인 예시를 통해 알아봅니다. 또한 인공지능의 뇌 구조는 어떻게 생겼는지, 어떻게 사고하는지를 구체적이 예시로 알아봅니다.",무료,인공지능,99.779%
인공지능은 어떻게 학습할까? - 재미로 배우는 AI 원리,"인공지능이라는 막연한 두려움에서 벗어날 수 있는 일반인을 위한 교양 강의입니다. 인공지능이 학습한다는 것이 대체 무슨 의미인지 구체적인 예시를 통해 알아봅니다. 또한 인공지능의 뇌 구조는 어떻게 생겼는지, 어떻게 사고하는지를 구체적이 예시로 알아봅니다.",무료,블록체인,65.623%
인공지능은 어떻게 학습할까? - 재미로 배우는 AI 원리,"인공지능이라는 막연한 두려움에서 벗어날 수 있는 일반인을 위한 교양 강의입니다. 인공지능이 학습한다는 것이 대체 무슨 의미인지 구체적인 예시를 통해 알아봅니다. 또한 인공지능의 뇌 구조는 어떻게 생겼는지, 어떻게 사고하는지를 구체적이 예시로 알아봅니다.",무료,사이버 침해 대응,55.194%
파이썬 기초 라이브러리부터 쌓아가는 머신러닝,머신러닝을 처음 접하시는 분들에게 공부 방향성과 기초 개념을 확실히 잡아드립니다.,무료,데이터 분석,67.324%
파이썬 기초 라이브러리부터 쌓아가는 머신러닝,머신러닝을 처음 접하시는 분들에게 공부 방향성과 기초 개념을 확실히 잡아드립니다.,무료,앱 개발자,49.532%
파이썬 기초 라이브러리부터 쌓아가는 머신러닝,머신러닝을 처음 접하시는 분들에게 공부 방향성과 기초 개념을 확실히 잡아드립니다.,무료,웹 개발자,46.448%
게임기획자를 위한 강화학습 : AI 마리오 에이전트 키우기,"강화학습 기본 개념부터 실전 프로젝트까지 한 번에 배우세요!
직접 슈퍼마리오 게임의 AI 에이전트를 만들며 강화학습을 경험해보세요",무료,게임 기획자,99.801%
게임기획자를 위한 강화학습 : AI 마리오 에이전트 키우기,"강화학습 기본 개념부터 실전 프로젝트까지 한 번에 배우세요!
직접 슈퍼마리오 게임의 AI 에이전트를 만들며 강화학습을 경험해보세요",무료,게임개발자,99.034%
게임기획자를 위한 강화학습 : AI 마리오 에이전트 키우기,"강화학습 기본 개념부터 실전 프로젝트까지 한 번에 배우세요!
직접 슈퍼마리오 게임의 AI 에이전트를 만들며 강화학습을 경험해보세요",무료,스마트 기술,83.355%
CUDA 프로그래밍 (5) - C/C++/GPU 병렬 컴퓨팅 - 아토믹 연산 atomic op,"✅ 전체 (1) ~ (6)의 시리즈 중, (5) 아토믹 연산(atomic op)으로 최적화 ✅ NVIDIA GPU + CUDA 프로그래밍을 기초부터 차근차근 설명합니다. ✅ C++/C 언어로 배열/행렬/이미지처리/통계처리/정렬 등을 병렬 컴퓨팅으로 매우 빠르게 처리합니다.",무료,정보보안 전문가,43.622%
CUDA 프로그래밍 (5) - C/C++/GPU 병렬 컴퓨팅 - 아토믹 연산 atomic op,"✅ 전체 (1) ~ (6)의 시리즈 중, (5) 아토믹 연산(atomic op)으로 최적화 ✅ NVIDIA GPU + CUDA 프로그래밍을 기초부터 차근차근 설명합니다. ✅ C++/C 언어로 배열/행렬/이미지처리/통계처리/정렬 등을 병렬 컴퓨팅으로 매우 빠르게 처리합니다.",무료,게임개발자,35.358%
CUDA 프로그래밍 (5) - C/C++/GPU 병렬 컴퓨팅 - 아토믹 연산 atomic op,"✅ 전체 (1) ~ (6)의 시리즈 중, (5) 아토믹 연산(atomic op)으로 최적화 ✅ NVIDIA GPU + CUDA 프로그래밍을 기초부터 차근차근 설명합니다. ✅ C++/C 언어로 배열/행렬/이미지처리/통계처리/정렬 등을 병렬 컴퓨팅으로 매우 빠르게 처리합니다.",무료,모바일 앱 개발,35.153%
CUDA 프로그래밍 (2) - C/C++/GPU 병렬 컴퓨팅 - 벡터 vector 더하기,"✅ 전체 (1) ~ (6)의 시리즈 중, (2) 벡터(1D 배열) 병렬로 동시에 더하기 ✅ NVIDIA GPU + CUDA 프로그래밍을 기초부터 차근차근 설명합니다. ✅ C++/C 언어로 배열/행렬/이미지처리/통계처리/정렬 등을 병렬 컴퓨팅으로 매우 빠르게 처리합니다.",무료,정보보안 전문가,28.985%
CUDA 프로그래밍 (2) - C/C++/GPU 병렬 컴퓨팅 - 벡터 vector 더하기,"✅ 전체 (1) ~ (6)의 시리즈 중, (2) 벡터(1D 배열) 병렬로 동시에 더하기 ✅ NVIDIA GPU + CUDA 프로그래밍을 기초부터 차근차근 설명합니다. ✅ C++/C 언어로 배열/행렬/이미지처리/통계처리/정렬 등을 병렬 컴퓨팅으로 매우 빠르게 처리합니다.",무료,데브옵스 엔지니어,22.016%
CUDA 프로그래밍 (2) - C/C++/GPU 병렬 컴퓨팅 - 벡터 vector 더하기,"✅ 전체 (1) ~ (6)의 시리즈 중, (2) 벡터(1D 배열) 병렬로 동시에 더하기 ✅ NVIDIA GPU + CUDA 프로그래밍을 기초부터 차근차근 설명합니다. ✅ C++/C 언어로 배열/행렬/이미지처리/통계처리/정렬 등을 병렬 컴퓨팅으로 매우 빠르게 처리합니다.",무료,데이터 엔지니어,19.229%
CUDA 프로그래밍 (0) - C/C++/GPU 병렬 컴퓨팅 - 공개 샘플 강의,"✅ 전체 (1) ~ (6)의 시리즈 강의를 소개하는 (0) 인트로 강의 입니다.
✅ NVIDIA GPU + CUDA 프로그래밍을 기초부터 차근차근 설명합니다. 
✅ C++/C 언어로 배열/행렬/이미지처리/통계처리/정렬 등을 병렬 컴퓨팅으로 매우 빠르게 처리합니다.",무료,정보보안 전문가,49.024%
CUDA 프로그래밍 (0) - C/C++/GPU 병렬 컴퓨팅 - 공개 샘플 강의,"✅ 전체 (1) ~ (6)의 시리즈 강의를 소개하는 (0) 인트로 강의 입니다.
✅ NVIDIA GPU + CUDA 프로그래밍을 기초부터 차근차근 설명합니다. 
✅ C++/C 언어로 배열/행렬/이미지처리/통계처리/정렬 등을 병렬 컴퓨팅으로 매우 빠르게 처리합니다.",무료,앱 개발자,36.299%
CUDA 프로그래밍 (0) - C/C++/GPU 병렬 컴퓨팅 - 공개 샘플 강의,"✅ 전체 (1) ~ (6)의 시리즈 강의를 소개하는 (0) 인트로 강의 입니다.
✅ NVIDIA GPU + CUDA 프로그래밍을 기초부터 차근차근 설명합니다. 
✅ C++/C 언어로 배열/행렬/이미지처리/통계처리/정렬 등을 병렬 컴퓨팅으로 매우 빠르게 처리합니다.",무료,인공지능,29.471%
대학원 안가고 딥러닝 공부할래요 - Basis for deep learning,딥러닝의 근간이 되는 이론들의 컨셉을 정확하게 직관화할 수 있게 도와드립니다.,무료,웹 개발자,49.012%
대학원 안가고 딥러닝 공부할래요 - Basis for deep learning,딥러닝의 근간이 되는 이론들의 컨셉을 정확하게 직관화할 수 있게 도와드립니다.,무료,게임개발자,37.615%
대학원 안가고 딥러닝 공부할래요 - Basis for deep learning,딥러닝의 근간이 되는 이론들의 컨셉을 정확하게 직관화할 수 있게 도와드립니다.,무료,자동화 시스템,34.339%
AI 리터러시의 이해,"인공지능과 AI 윤리를 이해 및 학습하고, 자신의 전공 분야와 접목하여 인공지능 디지털 역량을 강화해보자!",무료,인공지능,99.340%
AI 리터러시의 이해,"인공지능과 AI 윤리를 이해 및 학습하고, 자신의 전공 분야와 접목하여 인공지능 디지털 역량을 강화해보자!",무료,디지털 포렌식,56.576%
AI 리터러시의 이해,"인공지능과 AI 윤리를 이해 및 학습하고, 자신의 전공 분야와 접목하여 인공지능 디지털 역량을 강화해보자!",무료,게임개발자,31.387%
"머신러닝, 딥러닝 입문 : 알고리즘 이해하기","머신러닝의 주요 알고리즘과 딥러닝을 이해하고, 인공지능을 알아가보자!",무료,인공지능,97.053%
"머신러닝, 딥러닝 입문 : 알고리즘 이해하기","머신러닝의 주요 알고리즘과 딥러닝을 이해하고, 인공지능을 알아가보자!",무료,IoT 보안,44.510%
"머신러닝, 딥러닝 입문 : 알고리즘 이해하기","머신러닝의 주요 알고리즘과 딥러닝을 이해하고, 인공지능을 알아가보자!",무료,IoT,35.714%
두근두근 인공지능 - 실습편 -,"인공지능, 나도 한 번 만들어보고 싶지 않나요?
자율주행차, 챗봇, AI스피커등 우리 현실 속 많은 인공지능 제품들이
어떤 원리로 작동하고, 어떻게 만들 수 있는지 궁금하지 않으셨나요?
노코드와 로우코드로 따라하다보면 쉽게 인공지능을 만들어 볼 수 있습니다.",무료,인공지능,99.828%
두근두근 인공지능 - 실습편 -,"인공지능, 나도 한 번 만들어보고 싶지 않나요?
자율주행차, 챗봇, AI스피커등 우리 현실 속 많은 인공지능 제품들이
어떤 원리로 작동하고, 어떻게 만들 수 있는지 궁금하지 않으셨나요?
노코드와 로우코드로 따라하다보면 쉽게 인공지능을 만들어 볼 수 있습니다.",무료,IoT 보안,45.818%
두근두근 인공지능 - 실습편 -,"인공지능, 나도 한 번 만들어보고 싶지 않나요?
자율주행차, 챗봇, AI스피커등 우리 현실 속 많은 인공지능 제품들이
어떤 원리로 작동하고, 어떻게 만들 수 있는지 궁금하지 않으셨나요?
노코드와 로우코드로 따라하다보면 쉽게 인공지능을 만들어 볼 수 있습니다.",무료,보안 엔지니어,36.904%
U-Net 구현으로 배우는 딥러닝 논문 구현 with TensorFlow 2.0 - 딥러닝 의료영상 분석,U-Net 논문을 TensorFlow 2.0을 이용해서 밑바닥부터 구현해보며 딥러닝 논문 구현 능력을 배울 수 있는 강의입니다.,무료,IoT,71.057%
U-Net 구현으로 배우는 딥러닝 논문 구현 with TensorFlow 2.0 - 딥러닝 의료영상 분석,U-Net 논문을 TensorFlow 2.0을 이용해서 밑바닥부터 구현해보며 딥러닝 논문 구현 능력을 배울 수 있는 강의입니다.,무료,게임개발자,61.322%
U-Net 구현으로 배우는 딥러닝 논문 구현 with TensorFlow 2.0 - 딥러닝 의료영상 분석,U-Net 논문을 TensorFlow 2.0을 이용해서 밑바닥부터 구현해보며 딥러닝 논문 구현 능력을 배울 수 있는 강의입니다.,무료,데이터 분석,60.593%
쏙쏙 이해되는 강화학습 핵심이론,이 강의를 통해 강화학습의 기본 이론을 익히실 수 있습니다.,무료,IoT,47.491%
쏙쏙 이해되는 강화학습 핵심이론,이 강의를 통해 강화학습의 기본 이론을 익히실 수 있습니다.,무료,게임개발자,46.330%
쏙쏙 이해되는 강화학습 핵심이론,이 강의를 통해 강화학습의 기본 이론을 익히실 수 있습니다.,무료,IoT 보안,42.617%
머신러닝 엔지니어 실무,"이 강의를 통해 머신러닝 프로젝트에서 겪게될 수 많은 시행착오를 줄일 수 있게 됩니다.
뤼이드의 머신러닝 파이프라인을 총책임지고 있는 제가 기본부터 잘 가르쳐드립니다.",무료,게임개발자,59.745%
머신러닝 엔지니어 실무,"이 강의를 통해 머신러닝 프로젝트에서 겪게될 수 많은 시행착오를 줄일 수 있게 됩니다.
뤼이드의 머신러닝 파이프라인을 총책임지고 있는 제가 기본부터 잘 가르쳐드립니다.",무료,블록체인,59.432%
머신러닝 엔지니어 실무,"이 강의를 통해 머신러닝 프로젝트에서 겪게될 수 많은 시행착오를 줄일 수 있게 됩니다.
뤼이드의 머신러닝 파이프라인을 총책임지고 있는 제가 기본부터 잘 가르쳐드립니다.",무료,게임 기획자,55.122%
TensorFlow 2.0으로 배우는 딥러닝 입문,딥러닝 핵심이론과 최신 TensorFlow 2.0을 이용한 딥러닝 코드 구현을 한번에 배울 수 있는 강의입니다.,무료,게임개발자,68.915%
TensorFlow 2.0으로 배우는 딥러닝 입문,딥러닝 핵심이론과 최신 TensorFlow 2.0을 이용한 딥러닝 코드 구현을 한번에 배울 수 있는 강의입니다.,무료,웹 개발자,61.448%
TensorFlow 2.0으로 배우는 딥러닝 입문,딥러닝 핵심이론과 최신 TensorFlow 2.0을 이용한 딥러닝 코드 구현을 한번에 배울 수 있는 강의입니다.,무료,앱 개발자,60.365%
자바 머신러닝 weka(웨카) 중급,자바 머신러닝 저변화를 위한 2번째 강좌 입니다. 설계/코딩 모두 구현가능 하도록 UI와 API 를 제공하는 Weka(웨카)를 소개합니다. 실무에 적용해도 전혀 손색이 없는 사례를 강의로 녹여냈습니다.,무료,IoT,58.177%
자바 머신러닝 weka(웨카) 중급,자바 머신러닝 저변화를 위한 2번째 강좌 입니다. 설계/코딩 모두 구현가능 하도록 UI와 API 를 제공하는 Weka(웨카)를 소개합니다. 실무에 적용해도 전혀 손색이 없는 사례를 강의로 녹여냈습니다.,무료,모바일 앱 개발,53.493%
자바 머신러닝 weka(웨카) 중급,자바 머신러닝 저변화를 위한 2번째 강좌 입니다. 설계/코딩 모두 구현가능 하도록 UI와 API 를 제공하는 Weka(웨카)를 소개합니다. 실무에 적용해도 전혀 손색이 없는 사례를 강의로 녹여냈습니다.,무료,게임개발자,45.281%
인공신경망 딥러닝과 CNN,인공신경망 알고리즘을 이용해서 딥러닝 모델 및 CNN 모델을 만드는 방법을 소개합니다.,무료,인공지능,75.648%
인공신경망 딥러닝과 CNN,인공신경망 알고리즘을 이용해서 딥러닝 모델 및 CNN 모델을 만드는 방법을 소개합니다.,무료,게임개발자,50.497%
인공신경망 딥러닝과 CNN,인공신경망 알고리즘을 이용해서 딥러닝 모델 및 CNN 모델을 만드는 방법을 소개합니다.,무료,웹 개발자,38.778%
딥러닝 입문,딥러닝이란 무엇인가? 딥러닝의 개념을 완벽히 정리하여 실제로 활용해보는 딥러닝과 인사하기 과정!,무료,앱 개발자,79.102%
딥러닝 입문,딥러닝이란 무엇인가? 딥러닝의 개념을 완벽히 정리하여 실제로 활용해보는 딥러닝과 인사하기 과정!,무료,웹 개발자,75.095%
딥러닝 입문,딥러닝이란 무엇인가? 딥러닝의 개념을 완벽히 정리하여 실제로 활용해보는 딥러닝과 인사하기 과정!,무료,정보보안 전문가,67.277%
비전공자를 위한 수학 통계 기초(이론),본 과정은 파이썬을 이용한 머신러닝 수학 및 통계의 기본 내용을 실습하는 과정입니다. 기계 학습과 딥러닝은 프로그래밍 역량도 필요하지만 원리를 파악히기 위해서 수학적 배경을 필요로 합니다. 본 과정을 통해 인공지능에 필요한 기초 수학을 차근차근 익힐 수 있습니다!,무료,인공지능,98.955%
비전공자를 위한 수학 통계 기초(이론),본 과정은 파이썬을 이용한 머신러닝 수학 및 통계의 기본 내용을 실습하는 과정입니다. 기계 학습과 딥러닝은 프로그래밍 역량도 필요하지만 원리를 파악히기 위해서 수학적 배경을 필요로 합니다. 본 과정을 통해 인공지능에 필요한 기초 수학을 차근차근 익힐 수 있습니다!,무료,IoT,55.172%
비전공자를 위한 수학 통계 기초(이론),본 과정은 파이썬을 이용한 머신러닝 수학 및 통계의 기본 내용을 실습하는 과정입니다. 기계 학습과 딥러닝은 프로그래밍 역량도 필요하지만 원리를 파악히기 위해서 수학적 배경을 필요로 합니다. 본 과정을 통해 인공지능에 필요한 기초 수학을 차근차근 익힐 수 있습니다!,무료,스마트 기술,48.643%
CUDA 프로그래밍 (4) - C/C++/GPU 병렬 컴퓨팅 - 행렬 matrix 곱하기,"✅ 전체 (1) ~ (6)의 시리즈 중, (4) 행렬(2D 배열) 병렬로 동시에 곱하기 ✅ NVIDIA GPU + CUDA 프로그래밍을 기초부터 차근차근 설명합니다. ✅ C++/C 언어로 배열/행렬/이미지처리/통계처리/정렬 등을 병렬 컴퓨팅으로 매우 빠르게 처리합니다.",무료,정보보안 전문가,23.228%
CUDA 프로그래밍 (4) - C/C++/GPU 병렬 컴퓨팅 - 행렬 matrix 곱하기,"✅ 전체 (1) ~ (6)의 시리즈 중, (4) 행렬(2D 배열) 병렬로 동시에 곱하기 ✅ NVIDIA GPU + CUDA 프로그래밍을 기초부터 차근차근 설명합니다. ✅ C++/C 언어로 배열/행렬/이미지처리/통계처리/정렬 등을 병렬 컴퓨팅으로 매우 빠르게 처리합니다.",무료,자동화 시스템,18.853%
CUDA 프로그래밍 (4) - C/C++/GPU 병렬 컴퓨팅 - 행렬 matrix 곱하기,"✅ 전체 (1) ~ (6)의 시리즈 중, (4) 행렬(2D 배열) 병렬로 동시에 곱하기 ✅ NVIDIA GPU + CUDA 프로그래밍을 기초부터 차근차근 설명합니다. ✅ C++/C 언어로 배열/행렬/이미지처리/통계처리/정렬 등을 병렬 컴퓨팅으로 매우 빠르게 처리합니다.",무료,게임개발자,14.049%
30분 요약 강좌 시즌3 : 초급자를 위한 손에 잡히는 딥러닝!,"인공지능, 머신러닝, 딥러닝, 데이터 분석을 전혀 모르시는데 한 번 경험해보시길 원하시는 분들을 위한 강의입니다. 전체적인 프로세스를 설명해드려요.",무료,데이터 분석,99.672%
30분 요약 강좌 시즌3 : 초급자를 위한 손에 잡히는 딥러닝!,"인공지능, 머신러닝, 딥러닝, 데이터 분석을 전혀 모르시는데 한 번 경험해보시길 원하시는 분들을 위한 강의입니다. 전체적인 프로세스를 설명해드려요.",무료,인공지능,99.336%
30분 요약 강좌 시즌3 : 초급자를 위한 손에 잡히는 딥러닝!,"인공지능, 머신러닝, 딥러닝, 데이터 분석을 전혀 모르시는데 한 번 경험해보시길 원하시는 분들을 위한 강의입니다. 전체적인 프로세스를 설명해드려요.",무료,데이터 엔지니어,79.278%
딥러닝 실무 프로젝트,피자와 스파게티 사진을 분류해보고 싶어! 딥러닝 알고리즘 종류 중 하나인 CNN을 활용하여 이미지를 분류해보는 실무 프로젝트를 A부터 Z까지 따라해보는 딥러닝 실전 프로젝트 과정입니다.,무료,데이터 분석,49.316%
딥러닝 실무 프로젝트,피자와 스파게티 사진을 분류해보고 싶어! 딥러닝 알고리즘 종류 중 하나인 CNN을 활용하여 이미지를 분류해보는 실무 프로젝트를 A부터 Z까지 따라해보는 딥러닝 실전 프로젝트 과정입니다.,무료,게임개발자,45.984%
딥러닝 실무 프로젝트,피자와 스파게티 사진을 분류해보고 싶어! 딥러닝 알고리즘 종류 중 하나인 CNN을 활용하여 이미지를 분류해보는 실무 프로젝트를 A부터 Z까지 따라해보는 딥러닝 실전 프로젝트 과정입니다.,무료,인공지능,32.456%
"DNN, CNN, RNN을 활용한 딥러닝 실무","DNN, CNN, RNN?
어려워보이는 전문 용어도 본 강의를 통해 딥러닝의 핵심 알고리즘을 완벽히 정리하여 실제로 활용해보는 딥러닝 실습 과정!",무료,정보보안 전문가,93.417%
"DNN, CNN, RNN을 활용한 딥러닝 실무","DNN, CNN, RNN?
어려워보이는 전문 용어도 본 강의를 통해 딥러닝의 핵심 알고리즘을 완벽히 정리하여 실제로 활용해보는 딥러닝 실습 과정!",무료,IoT 보안,63.741%
"DNN, CNN, RNN을 활용한 딥러닝 실무","DNN, CNN, RNN?
어려워보이는 전문 용어도 본 강의를 통해 딥러닝의 핵심 알고리즘을 완벽히 정리하여 실제로 활용해보는 딥러닝 실습 과정!",무료,게임개발자,61.825%
머신러닝 기초부터 탄탄히 정복하기,"이론과 실전은 다릅니다. 머신러닝의 기본 개념을 파악하고, 꼭 알아야 할 여러 모델들의 핵심 개념과 이론을 소개합니다. 그리고, 다양한 데이터를 다루어 보면서 실전에 도움되는 여러 기법들과 노하우를 공유합니다.",무료,데이터 분석,98.100%
머신러닝 기초부터 탄탄히 정복하기,"이론과 실전은 다릅니다. 머신러닝의 기본 개념을 파악하고, 꼭 알아야 할 여러 모델들의 핵심 개념과 이론을 소개합니다. 그리고, 다양한 데이터를 다루어 보면서 실전에 도움되는 여러 기법들과 노하우를 공유합니다.",무료,데이터 엔지니어,80.907%
머신러닝 기초부터 탄탄히 정복하기,"이론과 실전은 다릅니다. 머신러닝의 기본 개념을 파악하고, 꼭 알아야 할 여러 모델들의 핵심 개념과 이론을 소개합니다. 그리고, 다양한 데이터를 다루어 보면서 실전에 도움되는 여러 기법들과 노하우를 공유합니다.",무료,정보보안 전문가,72.852%
파이썬 머신러닝,"복잡한 분석과 예측을 효율적으로 진행하는 머신러닝에 대해 이해하고 실습하는 과정!
어렵고 복잡할 것만 같았던 머신러닝도 마소캠퍼스의 <파이썬 머신러닝>과 함께라면 쉽고 재미있게 핵심을 깨우치실 수 있습니다.",무료,데브옵스 엔지니어,56.030%
파이썬 머신러닝,"복잡한 분석과 예측을 효율적으로 진행하는 머신러닝에 대해 이해하고 실습하는 과정!
어렵고 복잡할 것만 같았던 머신러닝도 마소캠퍼스의 <파이썬 머신러닝>과 함께라면 쉽고 재미있게 핵심을 깨우치실 수 있습니다.",무료,IoT,55.083%
파이썬 머신러닝,"복잡한 분석과 예측을 효율적으로 진행하는 머신러닝에 대해 이해하고 실습하는 과정!
어렵고 복잡할 것만 같았던 머신러닝도 마소캠퍼스의 <파이썬 머신러닝>과 함께라면 쉽고 재미있게 핵심을 깨우치실 수 있습니다.",무료,게임개발자,52.634%
[PyTorch] 쉽고 빠르게 배우는 GAN,GAN(Generative Adversarial Networks)에 대하여 쉽고 정확하게 배워봅니다.,무료,웹 개발자,16.318%
[PyTorch] 쉽고 빠르게 배우는 GAN,GAN(Generative Adversarial Networks)에 대하여 쉽고 정확하게 배워봅니다.,무료,사이버 침해 대응,11.329%
[PyTorch] 쉽고 빠르게 배우는 GAN,GAN(Generative Adversarial Networks)에 대하여 쉽고 정확하게 배워봅니다.,무료,게임 기획자,9.947%
R로 쉽게 배우는 강화학습,"Q-learning부터 Deep Q-learning에 대해 배우고, 강화학습을 R로 구현해 보는 시간을 가집니다. Deep Q-network을 넘어서 Self-imitation learning과 Random Netowrk Distillation 까지 전체적인 강화학습 내용을 다룹니다.",무료,보안 엔지니어,76.709%
R로 쉽게 배우는 강화학습,"Q-learning부터 Deep Q-learning에 대해 배우고, 강화학습을 R로 구현해 보는 시간을 가집니다. Deep Q-network을 넘어서 Self-imitation learning과 Random Netowrk Distillation 까지 전체적인 강화학습 내용을 다룹니다.",무료,데이터 분석,68.313%
R로 쉽게 배우는 강화학습,"Q-learning부터 Deep Q-learning에 대해 배우고, 강화학습을 R로 구현해 보는 시간을 가집니다. Deep Q-network을 넘어서 Self-imitation learning과 Random Netowrk Distillation 까지 전체적인 강화학습 내용을 다룹니다.",무료,인공지능,54.789%
핸즈온 머신러닝 2,아마존 베스트 셀러인 <핸즈온 머신러닝 2판>의 내용을 다룬 강의입니다. 대표적인 머신러닝 라이브러인 사이킷런을 사용하여 다양한 머신러닝 알고리즘과 평가 방법을 배웁니다. 또 가장 유명한 딥러닝 라이브러인 텐서플로와 케라스를 사용하여 인공 신경망부터 강화학습까지 이론과 실무를 다져 봅니다. 아직 모두 완료된 강의가 아닙니다. 매주 1~2개의 강의가 계속 추가될 예정입니다.,무료,웹 개발자,52.204%
핸즈온 머신러닝 2,아마존 베스트 셀러인 <핸즈온 머신러닝 2판>의 내용을 다룬 강의입니다. 대표적인 머신러닝 라이브러인 사이킷런을 사용하여 다양한 머신러닝 알고리즘과 평가 방법을 배웁니다. 또 가장 유명한 딥러닝 라이브러인 텐서플로와 케라스를 사용하여 인공 신경망부터 강화학습까지 이론과 실무를 다져 봅니다. 아직 모두 완료된 강의가 아닙니다. 매주 1~2개의 강의가 계속 추가될 예정입니다.,무료,IoT,49.730%
핸즈온 머신러닝 2,아마존 베스트 셀러인 <핸즈온 머신러닝 2판>의 내용을 다룬 강의입니다. 대표적인 머신러닝 라이브러인 사이킷런을 사용하여 다양한 머신러닝 알고리즘과 평가 방법을 배웁니다. 또 가장 유명한 딥러닝 라이브러인 텐서플로와 케라스를 사용하여 인공 신경망부터 강화학습까지 이론과 실무를 다져 봅니다. 아직 모두 완료된 강의가 아닙니다. 매주 1~2개의 강의가 계속 추가될 예정입니다.,무료,인공지능,49.280%
엑셀로 맛보는 딥러닝 -CNN,"엑셀로 딥러닝 기초를 구현하며 그 의미를 깊게 이해하기!
이미지 데이터를 어떻게 처리하는지 학습!",무료,데이터 엔지니어,77.357%
엑셀로 맛보는 딥러닝 -CNN,"엑셀로 딥러닝 기초를 구현하며 그 의미를 깊게 이해하기!
이미지 데이터를 어떻게 처리하는지 학습!",무료,데이터 분석,72.176%
엑셀로 맛보는 딥러닝 -CNN,"엑셀로 딥러닝 기초를 구현하며 그 의미를 깊게 이해하기!
이미지 데이터를 어떻게 처리하는지 학습!",무료,데브옵스 엔지니어,46.020%
엑셀로 만드는 딥러닝 프레임워크,"엑셀로 딥러닝 프레임워크를 직접 구현해보자!
구현한 프레임워크로 지도학습/ 비지도학습/강화학습을 풀어보자!","₩22,000",IoT,45.687%
엑셀로 만드는 딥러닝 프레임워크,"엑셀로 딥러닝 프레임워크를 직접 구현해보자!
구현한 프레임워크로 지도학습/ 비지도학습/강화학습을 풀어보자!","₩22,000",IoT 보안,34.236%
엑셀로 만드는 딥러닝 프레임워크,"엑셀로 딥러닝 프레임워크를 직접 구현해보자!
구현한 프레임워크로 지도학습/ 비지도학습/강화학습을 풀어보자!","₩22,000",클라우드 보안,31.296%
[10월 정기 교육 세션 다시보기] LLM(거대 언어 모델)과 데이터 분석의 자동화,코딩이 필요 없는 무료 데이터 시각화 툴 'HEARTCOUNT(하트카운트)'의 활용법을 다루는 열 번째 웨비나의 다시보기 영상입니다. 데이터 학습이나 툴을 익히는 데 드는 시간을 이제 데이터에서 업무에 필요한 정보를 찾는 데 사용하세요.,무료,데이터 분석,99.790%
[10월 정기 교육 세션 다시보기] LLM(거대 언어 모델)과 데이터 분석의 자동화,코딩이 필요 없는 무료 데이터 시각화 툴 'HEARTCOUNT(하트카운트)'의 활용법을 다루는 열 번째 웨비나의 다시보기 영상입니다. 데이터 학습이나 툴을 익히는 데 드는 시간을 이제 데이터에서 업무에 필요한 정보를 찾는 데 사용하세요.,무료,자동화 시스템,97.259%
[10월 정기 교육 세션 다시보기] LLM(거대 언어 모델)과 데이터 분석의 자동화,코딩이 필요 없는 무료 데이터 시각화 툴 'HEARTCOUNT(하트카운트)'의 활용법을 다루는 열 번째 웨비나의 다시보기 영상입니다. 데이터 학습이나 툴을 익히는 데 드는 시간을 이제 데이터에서 업무에 필요한 정보를 찾는 데 사용하세요.,무료,데이터 엔지니어,73.067%
데이터 마이닝,대용량 데이터에서 유용한 정보를 추출하고 의사 결정을 지원하는 역량을 키워보자!,무료,데이터 엔지니어,92.568%
데이터 마이닝,대용량 데이터에서 유용한 정보를 추출하고 의사 결정을 지원하는 역량을 키워보자!,무료,데이터 분석,81.141%
데이터 마이닝,대용량 데이터에서 유용한 정보를 추출하고 의사 결정을 지원하는 역량을 키워보자!,무료,데브옵스 엔지니어,73.128%
TensorFlow로 배우는 심층 강화학습 입문 - Deep Reinforcement Learning,"심층 강화학습(Deep Reinforcement Learning)에 대한 필수 이론 학습을 통해 강화학습 기초 개념을 탄탄히 다지고, TensorFlow를 이용한 실제 코드 구현 실습을 통해 심층 강화학습의 원리를 자세히 학습할 수 있는 강의입니다.",무료,인공지능,81.579%
TensorFlow로 배우는 심층 강화학습 입문 - Deep Reinforcement Learning,"심층 강화학습(Deep Reinforcement Learning)에 대한 필수 이론 학습을 통해 강화학습 기초 개념을 탄탄히 다지고, TensorFlow를 이용한 실제 코드 구현 실습을 통해 심층 강화학습의 원리를 자세히 학습할 수 있는 강의입니다.",무료,사이버 침해 대응,72.984%
TensorFlow로 배우는 심층 강화학습 입문 - Deep Reinforcement Learning,"심층 강화학습(Deep Reinforcement Learning)에 대한 필수 이론 학습을 통해 강화학습 기초 개념을 탄탄히 다지고, TensorFlow를 이용한 실제 코드 구현 실습을 통해 심층 강화학습의 원리를 자세히 학습할 수 있는 강의입니다.",무료,보안 엔지니어,67.454%
